Program,Sex_code,Entrance_Exam_Score,HS_GPA,risk_label,Entrance_Exam_Tier,HS_Performance_Tier,Strand_Program_Match,First_Gen_Student,Has_Scholarship,Financial_Stress,Gap_Years,Private_HS,Has_HS_Honors,Age_At_Enrollment,Age_Group,Distance_KM,Distance_Bucket,Program_Risk_Index,Municipality_Risk_Index
BIT-Automotive,M,122,89.7,0,0,1,1,0,1,4,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,127,89.2,0,0,1,1,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,139,89,0,0,1,0,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,121,95.7,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,117,89.5,0,0,1,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,121,88.1,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,92,78.2,0,0,2,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,117,87.9,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,107,84.3,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,101,93.7,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,102,87.4,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,114,86,0,0,1,1,1,0,6,0,1,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,119,88.8,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,119,88.3,0,0,1,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,118,88.2,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,127,89.5,0,0,1,0,0,1,4,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,108,99.8,0,0,0,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,130,84.7,0,0,1,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,127,81.2,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,125,93.7,0,0,0,1,1,0,6,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,113,79.2,0,0,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,124,92.9,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,F,112,78.4,0,0,2,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,113,85,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,125,95.9,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,124,93.5,0,0,0,1,1,0,6,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,90,71.5,0,0,2,0,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,83,73.6,0,0,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,123,94.8,0,0,0,1,1,1,5,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,97,85.6,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,116,86.7,0,0,1,1,1,0,6,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,114,87.2,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,125,87.1,0,0,1,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,125,82.2,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,116,95.6,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,F,115,95.2,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,112,92.9,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,106,82.6,0,0,1,0,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,118,84.8,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,55,77.3,1,2,2,1,1,0,6,0,1,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,129,87.7,0,0,1,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,107,84,0,0,1,1,0,0,5,0,0,0,20,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,127,94.2,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,131,84.7,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,107,85.7,0,0,1,0,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,128,82.4,0,0,1,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,89,77.4,0,0,2,0,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Automotive,M,132,86.4,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,90,78.4,0,0,2,1,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,86.1,0,0,1,0,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,108,91.8,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,126,94.3,0,0,0,1,0,1,4,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,66,73.5,0,1,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,123,89.9,0,0,1,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,115,85.73,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,120,84.1,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,107,81.3,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,118,93,0,0,0,0,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,103,89.1,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,111.56,89.2,0,0,1,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,107,96.3,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,84,82.7,0,0,1,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,122,80.4,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,131,84.5,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,115,83.1,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,83.5,0,0,1,0,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,123,93.1,0,0,0,0,0,1,4,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,88,72.1,0,0,2,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,131,94.2,0,0,0,1,0,0,5,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,140,90.8,0,0,0,1,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,112,94,0,0,0,0,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,135,86.7,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,70,74,1,1,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,89.9,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,92,96.1,0,0,0,0,0,1,4,0,1,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,125,94.4,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,90,85.73,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,107,85.9,0,0,1,0,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,70,80.5,0,1,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,72,76.3,0,1,2,0,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,112,92.5,0,0,0,0,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,113,85.3,0,0,1,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,92,81.7,0,0,1,1,0,1,4,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,77,74,1,1,2,-1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,81,0,0,1,1,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,106,92,0,0,0,0,0,0,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,125,93.3,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,121,90.1,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,127,81,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,104,84.1,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,65,75.7,1,1,2,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,137,80.7,0,0,1,0,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,76,77,0,1,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,112,81.6,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,131,85.2,0,0,1,1,0,0,5,0,1,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,88.9,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,128,94.3,0,0,0,-1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,119,91.7,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,105,84.6,0,0,1,1,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,132,95.2,0,0,0,-1,0,0,5,0,1,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,121,96.5,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,124,94.1,0,0,0,0,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,131,84.8,0,0,1,0,0,0,5,0,1,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,111,91.9,0,0,0,-1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,126,82.2,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,136,92.2,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,111,93.9,0,0,0,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,67,79.6,0,1,2,-1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,126,80.2,0,0,1,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,123,83.2,0,0,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,95,77,0,0,2,1,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,72,78.1,1,1,2,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,93,81.7,1,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,106,88.1,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,94,77.8,1,0,2,-1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,117,82.7,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,130,85.4,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,103,76.6,0,0,2,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,77,84,1,1,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,116,91.8,0,0,0,1,1,0,6,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,122,95.2,0,0,0,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,134,86.1,0,0,1,1,0,1,4,0,1,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,106,79.9,0,0,2,1,1,1,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,139,85.5,0,0,1,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,113,83.7,0,0,1,1,1,0,6,0,1,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,129,86,0,0,1,1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,95,77.9,0,0,2,0,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,130,93.5,0,0,0,1,0,0,5,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,73,80.1,0,1,1,1,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,130,80.7,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,127,88.6,0,0,1,0,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,127,86.9,0,0,1,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,115,85.73,0,0,1,1,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,110,88.9,0,0,1,0,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,143,91.4,0,0,0,1,1,0,6,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,130,85.7,0,0,1,1,1,0,6,0,0,0,20,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,120,85.9,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,87,71.3,0,0,2,1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,101,89.4,0,0,1,-1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,117,89.6,0,0,1,1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,94,84.7,0,0,1,0,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,121,85.6,0,0,1,1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,113,77.2,0,0,2,-1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,70,73.2,0,1,2,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,82,76.1,1,0,2,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,80,75.7,0,0,2,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,125,88.4,0,0,1,1,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,112,85.5,0,0,1,1,0,1,4,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,123,96.6,0,0,0,0,1,1,5,0,0,1,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,61,74,1,2,2,1,0,0,5,0,1,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,119,91.6,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,143,96.3,0,0,0,0,1,1,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,141,77.6,0,0,2,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,124,88.4,0,0,1,1,0,0,5,0,0,1,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,86.4,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,112,80.8,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,F,72,70.3,0,1,2,1,1,0,6,0,0,0,21,adult,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,120,85.1,0,0,1,1,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,76.6,0,0,2,-1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,126,84.6,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,89.5,0,0,1,-1,0,0,5,0,1,1,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,126,91.1,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,130,92.5,0,0,0,1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,118,85.6,0,0,1,-1,0,0,5,0,0,0,16,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,119,85.3,0,0,1,0,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,117,84.1,0,0,1,0,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,97,79.1,0,0,2,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.049702381,0.5
BIT-Electronics,M,130,91.2,0,0,0,-1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.049702381,0.5
BSIT,M,73,75,0,1,2,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,96.3,0,0,0,2,0,0,5,0,1,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,137,90.3,0,0,0,1,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,135,91.9,0,0,0,2,1,0,6,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,123,95.6,0,0,0,-1,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,116,97.8,0,0,0,2,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,109,77.8,0,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,94,99.7,0,0,0,2,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,59,74.2,1,2,2,2,0,0,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,118,91.4,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,113,87,0,0,1,1,0,0,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,127,89.6,0,0,1,1,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,67,66.2,1,1,2,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,119,81.8,0,0,1,-1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,107,97,0,0,0,2,0,1,4,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,112,93.9,0,0,0,1,0,1,4,0,0,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,91,0,0,0,2,0,1,4,0,1,1,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,139,93.6,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,135,88.6,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,116,77.1,0,0,2,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,88.7,0,0,1,2,1,1,5,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,101,87.9,0,0,1,2,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,115,92.5,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,99,86.3,0,0,1,2,1,0,6,0,1,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,104,97,0,0,0,-1,0,1,4,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,136,87.7,0,0,1,-1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,85,73.9,1,0,2,2,1,0,6,0,0,0,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,121,87.2,0,0,1,-1,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,129,80.4,0,0,1,1,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,112,96.9,0,0,0,1,0,1,4,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,57,72.5,0,2,2,1,1,1,5,0,0,0,20,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,126,78.6,0,0,2,-1,0,1,4,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,117,83.9,0,0,1,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,86.1,0,0,1,1,0,1,4,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,124,79.3,0,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,107,80.5,0,0,1,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,111,87.6,0,0,1,1,1,1,5,0,1,1,16,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,115,88,0,0,1,2,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,136,97.8,0,0,0,2,0,0,5,0,0,1,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,127,80.1,0,0,1,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,111.56,81.7,0,0,1,2,1,0,6,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,116,93.3,0,0,0,1,1,1,5,0,0,1,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,99,85,0,0,1,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,96,69.1,1,0,2,2,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,130,92.1,0,0,0,2,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,105,78.3,0,0,2,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,122,81.8,0,0,1,2,0,0,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,84,75.5,0,0,2,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,125,86.5,0,0,1,1,1,0,6,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,108,88.9,0,0,1,1,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,102,67.9,0,0,2,2,0,1,4,0,0,0,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,70,77.9,0,1,2,2,0,1,4,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,121,86.3,0,0,1,1,0,0,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,F,106,80.7,0,0,1,2,1,1,5,0,0,0,17,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,103,82.9,0,0,1,1,1,0,6,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,96,92.9,0,0,0,1,1,1,5,0,0,1,19,traditional,82.19663955,very_far,0.05,0.5
BSIT,M,134,81.1,0,0,1,2,1,1,5,0,0,0,18,traditional,82.19663955,very_far,0.05,0.5
